customer_id,country,total_orders,total_revenue,first_order_date_only,last_order_date_only,customer_lifespan_days,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
16216,UNITED KINGDOM,1,914.93,2011-03-17,2011-03-17,0,268,1,914.93,1,1,3,113,1.67,Need Attention
13934,UNITED KINGDOM,1,922.1,2011-03-21,2011-03-21,0,264,1,922.1,1,1,3,113,1.67,Need Attention
13645,UNITED KINGDOM,1,252.1,2011-08-11,2011-08-11,0,121,1,252.1,2,1,2,212,1.67,Lost
15035,UNITED KINGDOM,1,252.73,2011-09-11,2011-09-11,0,90,1,252.73,2,1,2,212,1.67,Lost
15261,UNITED KINGDOM,1,254.82,2011-07-27,2011-07-27,0,136,1,254.82,2,1,2,212,1.67,Lost
16447,UNITED KINGDOM,1,259.01,2011-07-27,2011-07-27,0,136,1,259.01,2,1,2,212,1.67,Lost
17694,UNITED KINGDOM,1,283.12,2011-07-21,2011-07-21,0,142,1,283.12,2,1,2,212,1.67,Lost
16429,UNITED KINGDOM,1,284.55,2011-08-25,2011-08-25,0,107,1,284.55,2,1,2,212,1.67,Lost
15396,UNITED KINGDOM,1,288.18,2011-08-19,2011-08-19,0,113,1,288.18,2,1,2,212,1.67,Lost
17464,UNITED KINGDOM,1,289.96,2011-07-04,2011-07-04,0,159,1,289.96,2,1,2,212,1.67,Lost
16526,UNITED KINGDOM,1,290.36,2011-06-21,2011-06-21,0,172,1,290.36,2,1,2,212,1.67,Lost
13441,UNITED KINGDOM,1,296.64,2011-09-09,2011-09-09,0,92,1,296.64,2,1,2,212,1.67,Lost
18215,UNITED KINGDOM,1,299.34,2011-09-11,2011-09-11,0,90,1,299.34,2,1,2,212,1.67,Lost
13745,UNITED KINGDOM,1,300.04,2011-06-30,2011-06-30,0,163,1,300.04,2,1,2,212,1.67,Lost
15254,UNITED KINGDOM,1,300.36,2011-08-04,2011-08-04,0,128,1,300.36,2,1,2,212,1.67,Lost
15623,UNITED KINGDOM,1,301.03,2011-07-21,2011-07-21,0,142,1,301.03,2,1,2,212,1.67,Lost
16292,UNITED KINGDOM,1,302.25,2011-08-10,2011-08-10,0,122,1,302.25,2,1,2,212,1.67,Lost
18165,UNITED KINGDOM,1,302.46,2011-06-15,2011-06-15,0,178,1,302.46,2,1,2,212,1.67,Lost
17433,UNITED KINGDOM,1,303.16,2011-09-12,2011-09-12,0,89,1,303.16,2,1,2,212,1.67,Lost
16400,UNITED KINGDOM,1,303.93,2011-09-06,2011-09-06,0,95,1,303.93,2,1,2,212,1.67,Lost
17941,UNITED KINGDOM,1,304.56,2011-08-01,2011-08-01,0,131,1,304.56,2,1,2,212,1.67,Lost
13667,UNITED KINGDOM,1,305.02,2011-07-13,2011-07-13,0,150,1,305.02,2,1,2,212,1.67,Lost
13045,UNITED KINGDOM,1,305.28,2011-09-01,2011-09-01,0,100,1,305.28,2,1,2,212,1.67,Lost
16796,UNITED KINGDOM,1,305.62,2011-09-11,2011-09-11,0,90,1,305.62,2,1,2,212,1.67,Lost
15219,UNITED KINGDOM,1,305.75,2011-06-16,2011-06-16,0,177,1,305.75,2,1,2,212,1.67,Lost
13699,UNITED KINGDOM,1,308.58,2011-07-07,2011-07-07,0,156,1,308.58,2,1,2,212,1.67,Lost
12884,UNITED KINGDOM,1,309.05,2011-09-12,2011-09-12,0,89,1,309.05,2,1,2,212,1.67,Lost
14847,UNITED KINGDOM,1,309.4,2011-07-14,2011-07-14,0,149,1,309.4,2,1,2,212,1.67,Lost
14327,UNITED KINGDOM,1,311.65,2011-06-29,2011-06-29,0,164,1,311.65,2,1,2,212,1.67,Lost
16450,UNITED KINGDOM,1,311.92,2011-07-13,2011-07-13,0,150,1,311.92,2,1,2,212,1.67,Lost
17070,UNITED KINGDOM,1,312.14,2011-08-17,2011-08-17,0,115,1,312.14,2,1,2,212,1.67,Lost
16582,UNITED KINGDOM,1,313.62,2011-08-18,2011-08-18,0,114,1,313.62,2,1,2,212,1.67,Lost
16761,UNITED KINGDOM,1,316.62,2011-09-04,2011-09-04,0,97,1,316.62,2,1,2,212,1.67,Lost
17248,UNITED KINGDOM,1,318.65,2011-08-11,2011-08-11,0,121,1,318.65,2,1,2,212,1.67,Lost
16739,UNITED KINGDOM,1,323.0,2011-06-16,2011-06-16,0,177,1,323.0,2,1,2,212,1.67,Lost
17866,UNITED KINGDOM,1,329.65,2011-07-20,2011-07-20,0,143,1,329.65,2,1,2,212,1.67,Lost
15130,UNITED KINGDOM,1,330.11,2011-06-23,2011-06-23,0,170,1,330.11,2,1,2,212,1.67,Lost
14196,UNITED KINGDOM,1,335.52,2011-08-25,2011-08-25,0,107,1,335.52,2,1,2,212,1.67,Lost
15921,UNITED KINGDOM,1,336.03,2011-06-20,2011-06-20,0,173,1,336.03,2,1,2,212,1.67,Lost
15942,UNITED KINGDOM,1,337.44,2011-07-29,2011-07-29,0,134,1,337.44,2,1,2,212,1.67,Lost
15652,UNITED KINGDOM,1,337.74,2011-09-09,2011-09-09,0,92,1,337.74,2,1,2,212,1.67,Lost
16545,UNITED KINGDOM,1,339.3,2011-06-28,2011-06-28,0,165,1,339.3,2,1,2,212,1.67,Lost
17123,UNITED KINGDOM,1,345.3,2011-07-01,2011-07-01,0,162,1,345.3,2,1,2,212,1.67,Lost
15885,UNITED KINGDOM,1,349.35,2011-09-07,2011-09-07,0,94,1,349.35,2,1,2,212,1.67,Lost
13343,UNITED KINGDOM,1,353.43,2011-06-15,2011-06-15,0,178,1,353.43,2,1,2,212,1.67,Lost
13210,UNITED KINGDOM,1,353.48,2011-09-07,2011-09-07,0,94,1,353.48,2,1,2,212,1.67,Lost
15247,UNITED KINGDOM,1,356.0,2011-08-09,2011-08-09,0,123,1,356.0,2,1,2,212,1.67,Lost
17948,UNITED KINGDOM,1,358.56,2011-07-15,2011-07-15,0,148,1,358.56,2,1,2,212,1.67,Lost
15120,UNITED KINGDOM,1,358.82,2011-07-29,2011-07-29,0,134,1,358.82,2,1,2,212,1.67,Lost
13291,UNITED KINGDOM,1,361.11,2011-07-07,2011-07-07,0,156,1,361.11,2,1,2,212,1.67,Lost
16305,UNITED KINGDOM,1,361.22,2011-07-24,2011-07-24,0,139,1,361.22,2,1,2,212,1.67,Lost
14171,UNITED KINGDOM,1,363.79,2011-09-02,2011-09-02,0,99,1,363.79,2,1,2,212,1.67,Lost
15472,UNITED KINGDOM,1,371.56,2011-08-18,2011-08-18,0,114,1,371.56,2,1,2,212,1.67,Lost
13300,UNITED KINGDOM,1,371.89,2011-06-23,2011-06-23,0,170,1,371.89,2,1,2,212,1.67,Lost
16147,UNITED KINGDOM,1,375.0,2011-07-29,2011-07-29,0,134,1,375.0,2,1,2,212,1.67,Lost
14079,UNITED KINGDOM,1,375.1,2011-08-07,2011-08-07,0,125,1,375.1,2,1,2,212,1.67,Lost
13372,UNITED KINGDOM,1,378.64,2011-09-11,2011-09-11,0,90,1,378.64,2,1,2,212,1.67,Lost
13833,UNITED KINGDOM,1,384.8,2011-07-03,2011-07-03,0,160,1,384.8,2,1,2,212,1.67,Lost
14420,UNITED KINGDOM,1,387.52,2011-09-01,2011-09-01,0,100,1,387.52,2,1,2,212,1.67,Lost
12922,UNITED KINGDOM,1,405.38,2011-07-01,2011-07-01,0,162,1,405.38,2,1,2,212,1.67,Lost
15342,UNITED KINGDOM,1,406.09,2011-08-02,2011-08-02,0,130,1,406.09,2,1,2,212,1.67,Lost
16272,UNITED KINGDOM,1,411.7,2011-08-15,2011-08-15,0,117,1,411.7,2,1,2,212,1.67,Lost
13889,UNITED KINGDOM,1,416.9,2011-09-08,2011-09-08,0,93,1,416.9,2,1,2,212,1.67,Lost
12833,UNITED KINGDOM,1,417.38,2011-07-17,2011-07-17,0,146,1,417.38,2,1,2,212,1.67,Lost
15639,UNITED KINGDOM,1,425.32,2011-07-28,2011-07-28,0,135,1,425.32,2,1,2,212,1.67,Lost
18222,UNITED KINGDOM,1,443.0,2011-09-08,2011-09-08,0,93,1,443.0,2,1,2,212,1.67,Lost
17040,UNITED KINGDOM,1,449.73,2011-07-25,2011-07-25,0,138,1,449.73,2,1,2,212,1.67,Lost
15585,UNITED KINGDOM,1,455.3,2011-06-16,2011-06-16,0,177,1,455.3,2,1,2,212,1.67,Lost
16878,UNITED KINGDOM,1,13.3,2011-09-16,2011-09-16,0,85,1,13.3,2,2,1,221,1.67,Lost
15744,UNITED KINGDOM,1,34.8,2011-09-23,2011-09-23,0,78,1,34.8,2,2,1,221,1.67,Lost
15603,UNITED KINGDOM,1,48.48,2011-09-22,2011-09-22,0,79,1,48.48,2,2,1,221,1.67,Lost
15504,UNITED KINGDOM,1,52.83,2011-09-19,2011-09-19,0,82,1,52.83,2,2,1,221,1.67,Lost
16468,UNITED KINGDOM,1,74.9,2011-09-26,2011-09-26,0,75,1,74.9,2,2,1,221,1.67,Lost
17628,UNITED KINGDOM,1,75.75,2011-09-19,2011-09-19,0,82,1,75.75,2,2,1,221,1.67,Lost
15216,UNITED KINGDOM,1,96.6,2011-09-13,2011-09-13,0,88,1,96.6,2,2,1,221,1.67,Lost
15958,UNITED KINGDOM,1,104.35,2011-09-26,2011-09-26,0,75,1,104.35,2,2,1,221,1.67,Lost
14652,UNITED KINGDOM,1,114.18,2011-09-23,2011-09-23,0,78,1,114.18,2,2,1,221,1.67,Lost
13067,UNITED KINGDOM,1,115.46,2011-09-18,2011-09-18,0,83,1,115.46,2,2,1,221,1.67,Lost
13877,UNITED KINGDOM,1,117.24,2011-09-14,2011-09-14,0,87,1,117.24,2,2,1,221,1.67,Lost
16959,UNITED KINGDOM,1,117.35,2011-09-13,2011-09-13,0,88,1,117.35,2,2,1,221,1.67,Lost
17079,UNITED KINGDOM,1,118.8,2011-09-22,2011-09-22,0,79,1,118.8,2,2,1,221,1.67,Lost
13519,UNITED KINGDOM,1,122.75,2011-09-22,2011-09-22,0,79,1,122.75,2,2,1,221,1.67,Lost
13279,UNITED KINGDOM,1,137.75,2011-09-22,2011-09-22,0,79,1,137.75,2,2,1,221,1.67,Lost
14109,UNITED KINGDOM,1,144.2,2011-09-28,2011-09-28,0,73,1,144.2,2,2,1,221,1.67,Lost
13866,UNITED KINGDOM,1,145.67,2011-09-26,2011-09-26,0,75,1,145.67,2,2,1,221,1.67,Lost
13514,UNITED KINGDOM,1,152.2,2011-09-27,2011-09-27,0,74,1,152.2,2,2,1,221,1.67,Lost
15348,UNITED KINGDOM,1,158.04,2011-09-28,2011-09-28,0,73,1,158.04,2,2,1,221,1.67,Lost
16213,UNITED KINGDOM,1,159.0,2011-09-22,2011-09-22,0,79,1,159.0,2,2,1,221,1.67,Lost
15888,UNITED KINGDOM,1,162.64,2011-09-20,2011-09-20,0,81,1,162.64,2,2,1,221,1.67,Lost
18278,UNITED KINGDOM,1,173.9,2011-09-27,2011-09-27,0,74,1,173.9,2,2,1,221,1.67,Lost
16594,UNITED KINGDOM,1,181.09,2011-09-25,2011-09-25,0,76,1,181.09,2,2,1,221,1.67,Lost
14806,UNITED KINGDOM,1,193.39,2011-09-25,2011-09-25,0,76,1,193.39,2,2,1,221,1.67,Lost
17475,UNITED KINGDOM,1,194.37,2011-09-21,2011-09-21,0,80,1,194.37,2,2,1,221,1.67,Lost
12995,UNITED KINGDOM,1,211.32,2011-09-15,2011-09-15,0,86,1,211.32,2,2,1,221,1.67,Lost
15175,UNITED KINGDOM,1,224.14,2011-09-29,2011-09-29,0,72,1,224.14,2,2,1,221,1.67,Lost
16527,UNITED KINGDOM,1,228.06,2011-09-19,2011-09-19,0,82,1,228.06,2,2,1,221,1.67,Lost
17347,UNITED KINGDOM,1,228.96,2011-09-14,2011-09-14,0,87,1,228.96,2,2,1,221,1.67,Lost
16215,UNITED KINGDOM,1,242.35,2011-09-20,2011-09-20,0,81,1,242.35,2,2,1,221,1.67,Lost
13886,UNITED KINGDOM,1,243.56,2011-09-29,2011-09-29,0,72,1,243.56,2,2,1,221,1.67,Lost
13061,UNITED KINGDOM,1,248.61,2011-09-28,2011-09-28,0,73,1,248.61,2,2,2,222,2.0,Lost
13127,UNITED KINGDOM,1,259.17,2011-09-23,2011-09-23,0,78,1,259.17,2,2,2,222,2.0,Lost
16451,UNITED KINGDOM,1,266.97,2011-09-13,2011-09-13,0,88,1,266.97,2,2,2,222,2.0,Lost
17498,UNITED KINGDOM,1,272.22,2011-09-25,2011-09-25,0,76,1,272.22,2,2,2,222,2.0,Lost
14908,UNITED KINGDOM,1,277.8,2011-09-26,2011-09-26,0,75,1,277.8,2,2,2,222,2.0,Lost
15154,UNITED KINGDOM,1,296.42,2011-09-25,2011-09-25,0,76,1,296.42,2,2,2,222,2.0,Lost
16715,UNITED KINGDOM,1,301.72,2011-09-22,2011-09-22,0,79,1,301.72,2,2,2,222,2.0,Lost
17506,UNITED KINGDOM,1,302.2,2011-09-25,2011-09-25,0,76,1,302.2,2,2,2,222,2.0,Lost
16181,UNITED KINGDOM,1,305.54,2011-09-27,2011-09-27,0,74,1,305.54,2,2,2,222,2.0,Lost
14951,UNITED KINGDOM,1,311.69,2011-09-21,2011-09-21,0,80,1,311.69,2,2,2,222,2.0,Lost
15243,UNITED KINGDOM,1,316.68,2011-09-26,2011-09-26,0,75,1,316.68,2,2,2,222,2.0,Lost
17172,UNITED KINGDOM,1,317.76,2011-09-22,2011-09-22,0,79,1,317.76,2,2,2,222,2.0,Lost
18066,UNITED KINGDOM,1,318.0,2011-09-25,2011-09-25,0,76,1,318.0,2,2,2,222,2.0,Lost
16627,UNITED KINGDOM,1,322.8,2011-09-21,2011-09-21,0,80,1,322.8,2,2,2,222,2.0,Lost
17154,UNITED KINGDOM,1,329.34,2011-09-25,2011-09-25,0,76,1,329.34,2,2,2,222,2.0,Lost
15466,UNITED KINGDOM,1,334.53,2011-09-15,2011-09-15,0,86,1,334.53,2,2,2,222,2.0,Lost
16978,UNITED KINGDOM,1,344.33,2011-09-23,2011-09-23,0,78,1,344.33,2,2,2,222,2.0,Lost
13774,UNITED KINGDOM,1,345.0,2011-09-19,2011-09-19,0,82,1,345.0,2,2,2,222,2.0,Lost
13927,UNITED KINGDOM,1,348.99,2011-09-26,2011-09-26,0,75,1,348.99,2,2,2,222,2.0,Lost
13670,UNITED KINGDOM,1,349.7,2011-09-25,2011-09-25,0,76,1,349.7,2,2,2,222,2.0,Lost
13228,UNITED KINGDOM,1,358.0,2011-09-19,2011-09-19,0,82,1,358.0,2,2,2,222,2.0,Lost
16485,UNITED KINGDOM,1,363.65,2011-09-23,2011-09-23,0,78,1,363.65,2,2,2,222,2.0,Lost
15343,UNITED KINGDOM,1,364.5,2011-09-13,2011-09-13,0,88,1,364.5,2,2,2,222,2.0,Lost
15975,UNITED KINGDOM,1,371.01,2011-09-16,2011-09-16,0,85,1,371.01,2,2,2,222,2.0,Lost
16909,UNITED KINGDOM,1,379.14,2011-09-28,2011-09-28,0,73,1,379.14,2,2,2,222,2.0,Lost
17603,UNITED KINGDOM,1,394.72,2011-09-22,2011-09-22,0,79,1,394.72,2,2,2,222,2.0,Lost
16198,UNITED KINGDOM,1,400.68,2011-09-25,2011-09-25,0,76,1,400.68,2,2,2,222,2.0,Lost
15099,UNITED KINGDOM,1,410.48,2011-09-16,2011-09-16,0,85,1,410.48,2,2,2,222,2.0,Lost
15523,UNITED KINGDOM,1,412.01,2011-09-16,2011-09-16,0,85,1,412.01,2,2,2,222,2.0,Lost
14124,UNITED KINGDOM,1,419.58,2011-09-16,2011-09-16,0,85,1,419.58,2,2,2,222,2.0,Lost
14757,UNITED KINGDOM,1,420.5,2011-09-25,2011-09-25,0,76,1,420.5,2,2,2,222,2.0,Lost
16236,UNITED KINGDOM,1,432.2,2011-09-22,2011-09-22,0,79,1,432.2,2,2,2,222,2.0,Lost
15475,UNITED KINGDOM,1,454.11,2011-09-23,2011-09-23,0,78,1,454.11,2,2,2,222,2.0,Lost
15992,UNITED KINGDOM,1,41.99,2011-12-06,2011-12-06,0,4,1,41.99,5,2,1,521,2.67,Promising
17942,UNITED KINGDOM,1,77.5,2011-12-02,2011-12-02,0,8,1,77.5,5,2,1,521,2.67,Promising
16789,UNITED KINGDOM,1,80.8,2011-12-01,2011-12-01,0,9,1,80.8,5,2,1,521,2.67,Promising
14219,UNITED KINGDOM,1,89.94,2011-12-05,2011-12-05,0,5,1,89.94,5,2,1,521,2.67,Promising
16597,UNITED KINGDOM,1,90.04,2011-12-05,2011-12-05,0,5,1,90.04,5,2,1,521,2.67,Promising
18174,UNITED KINGDOM,1,104.0,2011-12-02,2011-12-02,0,8,1,104.0,5,2,1,521,2.67,Promising
13188,UNITED KINGDOM,1,114.6,2011-11-28,2011-11-28,0,12,1,114.6,5,2,1,521,2.67,Promising
18015,UNITED KINGDOM,1,120.03,2011-12-05,2011-12-05,0,5,1,120.03,5,2,1,521,2.67,Promising
16569,UNITED KINGDOM,1,124.2,2011-12-06,2011-12-06,0,4,1,124.2,5,2,1,521,2.67,Promising
16988,UNITED KINGDOM,1,126.12,2011-12-04,2011-12-04,0,6,1,126.12,5,2,1,521,2.67,Promising
17359,UNITED KINGDOM,1,127.86,2011-11-28,2011-11-28,0,12,1,127.86,5,2,1,521,2.67,Promising
14349,UNITED KINGDOM,1,133.5,2011-11-29,2011-11-29,0,11,1,133.5,5,2,1,521,2.67,Promising
12966,UNITED KINGDOM,1,160.18,2011-11-30,2011-11-30,0,10,1,160.18,5,2,1,521,2.67,Promising
14204,UNITED KINGDOM,1,161.03,2011-12-07,2011-12-07,0,3,1,161.03,5,2,1,521,2.67,Promising
15904,UNITED KINGDOM,1,164.68,2011-12-01,2011-12-01,0,9,1,164.68,5,2,1,521,2.67,Promising
14578,UNITED KINGDOM,1,168.63,2011-12-06,2011-12-06,0,4,1,168.63,5,2,1,521,2.67,Promising
18058,UNITED KINGDOM,1,170.16,2011-11-30,2011-11-30,0,10,1,170.16,5,2,1,521,2.67,Promising
13560,UNITED KINGDOM,1,174.37,2011-12-02,2011-12-02,0,8,1,174.37,5,2,1,521,2.67,Promising
17885,UNITED KINGDOM,1,190.19,2011-11-27,2011-11-27,0,13,1,190.19,5,2,1,521,2.67,Promising
14087,UNITED KINGDOM,1,194.42,2011-12-07,2011-12-07,0,3,1,194.42,5,2,1,521,2.67,Promising
13436,UNITED KINGDOM,1,196.89,2011-12-08,2011-12-08,0,2,1,196.89,5,2,1,521,2.67,Promising
17383,UNITED KINGDOM,1,199.29,2011-12-05,2011-12-05,0,5,1,199.29,5,2,1,521,2.67,Promising
13017,UNITED KINGDOM,1,204.0,2011-12-02,2011-12-02,0,8,1,204.0,5,2,1,521,2.67,Promising
15540,UNITED KINGDOM,1,213.3,2011-11-28,2011-11-28,0,12,1,213.3,5,2,1,521,2.67,Promising
14601,UNITED KINGDOM,1,213.96,2011-11-29,2011-11-29,0,11,1,213.96,5,2,1,521,2.67,Promising
13428,UNITED KINGDOM,1,218.47,2011-11-29,2011-11-29,0,11,1,218.47,5,2,1,521,2.67,Promising
15790,UNITED KINGDOM,1,220.85,2011-11-29,2011-11-29,0,11,1,220.85,5,2,1,521,2.67,Promising
14569,UNITED KINGDOM,1,227.39,2011-12-08,2011-12-08,0,2,1,227.39,5,2,1,521,2.67,Promising
16528,UNITED KINGDOM,1,244.41,2011-12-06,2011-12-06,0,4,1,244.41,5,2,1,521,2.67,Promising
16024,UNITED KINGDOM,1,245.96,2011-11-27,2011-11-27,0,13,1,245.96,5,2,1,521,2.67,Promising
15783,UNITED KINGDOM,1,246.3,2011-11-29,2011-11-29,0,11,1,246.3,5,2,1,521,2.67,Promising
13349,UNITED KINGDOM,1,247.32,2011-11-29,2011-11-29,0,11,1,247.32,5,2,1,521,2.67,Promising
15097,UNITED KINGDOM,1,248.08,2011-12-05,2011-12-05,0,5,1,248.08,5,2,1,521,2.67,Promising
14881,UNITED KINGDOM,1,255.4,2011-11-20,2011-11-20,0,20,1,255.4,4,2,2,422,2.67,Promising
17896,UNITED KINGDOM,1,256.32,2011-11-16,2011-11-16,0,24,1,256.32,4,2,2,422,2.67,Promising
17385,UNITED KINGDOM,1,261.11,2011-11-25,2011-11-25,0,15,1,261.11,4,2,2,422,2.67,Promising
16936,UNITED KINGDOM,1,262.68,2011-11-14,2011-11-14,0,26,1,262.68,4,2,2,422,2.67,Promising
14863,UNITED KINGDOM,1,266.76,2011-11-10,2011-11-10,0,30,1,266.76,4,2,2,422,2.67,Promising
17011,UNITED KINGDOM,1,270.9,2011-11-09,2011-11-09,0,31,1,270.9,4,2,2,422,2.67,Promising
17767,UNITED KINGDOM,1,271.2,2011-11-24,2011-11-24,0,16,1,271.2,4,2,2,422,2.67,Promising
14480,UNITED KINGDOM,1,279.05,2011-11-28,2011-11-28,0,12,1,279.05,5,2,2,522,3.0,Promising
15556,UNITED KINGDOM,1,279.77,2011-11-15,2011-11-15,0,25,1,279.77,4,2,2,422,2.67,Promising
17247,UNITED KINGDOM,1,282.19,2011-11-24,2011-11-24,0,16,1,282.19,4,2,2,422,2.67,Promising
17636,UNITED KINGDOM,1,285.56,2011-11-20,2011-11-20,0,20,1,285.56,4,2,2,422,2.67,Promising
17977,UNITED KINGDOM,1,288.14,2011-11-10,2011-11-10,0,30,1,288.14,4,2,2,422,2.67,Promising
14953,UNITED KINGDOM,1,289.82,2011-11-14,2011-11-14,0,26,1,289.82,4,2,2,422,2.67,Promising
13449,UNITED KINGDOM,1,291.88,2011-11-16,2011-11-16,0,24,1,291.88,4,2,2,422,2.67,Promising
15857,UNITED KINGDOM,1,297.0,2011-11-21,2011-11-21,0,19,1,297.0,4,2,2,422,2.67,Promising
15148,UNITED KINGDOM,1,301.29,2011-11-29,2011-11-29,0,11,1,301.29,5,2,2,522,3.0,Promising
13142,UNITED KINGDOM,1,307.09,2011-11-20,2011-11-20,0,20,1,307.09,4,2,2,422,2.67,Promising
17510,UNITED KINGDOM,1,308.48,2011-11-15,2011-11-15,0,25,1,308.48,4,2,2,422,2.67,Promising
16956,UNITED KINGDOM,1,308.74,2011-11-22,2011-11-22,0,18,1,308.74,4,2,2,422,2.67,Promising
15699,UNITED KINGDOM,1,309.65,2011-11-22,2011-11-22,0,18,1,309.65,4,2,2,422,2.67,Promising
15318,UNITED KINGDOM,1,312.62,2011-12-06,2011-12-06,0,4,1,312.62,5,2,2,522,3.0,Promising
17458,UNITED KINGDOM,1,316.5,2011-11-24,2011-11-24,0,16,1,316.5,4,2,2,422,2.67,Promising
14703,UNITED KINGDOM,1,318.17,2011-11-25,2011-11-25,0,15,1,318.17,4,2,2,422,2.67,Promising
18117,UNITED KINGDOM,1,319.47,2011-11-14,2011-11-14,0,26,1,319.47,4,2,2,422,2.67,Promising
13986,UNITED KINGDOM,1,320.46,2011-11-22,2011-11-22,0,18,1,320.46,4,2,2,422,2.67,Promising
14424,UNITED KINGDOM,1,322.08,2011-11-22,2011-11-22,0,18,1,322.08,4,2,2,422,2.67,Promising
17793,UNITED KINGDOM,1,323.04,2011-11-14,2011-11-14,0,26,1,323.04,4,2,2,422,2.67,Promising
16366,UNITED KINGDOM,1,327.3,2011-11-21,2011-11-21,0,19,1,327.3,4,2,2,422,2.67,Promising
15153,UNITED KINGDOM,1,329.25,2011-11-08,2011-11-08,0,32,1,329.25,4,2,2,422,2.67,Promising
12953,UNITED KINGDOM,1,329.85,2011-11-30,2011-11-30,0,10,1,329.85,5,2,2,522,3.0,Promising
14902,UNITED KINGDOM,1,332.66,2011-11-14,2011-11-14,0,26,1,332.66,4,2,2,422,2.67,Promising
14954,UNITED KINGDOM,1,336.17,2011-11-27,2011-11-27,0,13,1,336.17,5,2,2,522,3.0,Promising
15619,UNITED KINGDOM,1,336.4,2011-11-29,2011-11-29,0,11,1,336.4,5,2,2,522,3.0,Promising
17914,UNITED KINGDOM,1,336.43,2011-12-06,2011-12-06,0,4,1,336.43,5,2,2,522,3.0,Promising
15115,UNITED KINGDOM,1,340.11,2011-11-21,2011-11-21,0,19,1,340.11,4,2,2,422,2.67,Promising
15520,UNITED KINGDOM,1,343.5,2011-12-08,2011-12-08,0,2,1,343.5,5,2,2,522,3.0,Promising
13091,UNITED KINGDOM,1,345.82,2011-11-11,2011-11-11,0,29,1,345.82,4,2,2,422,2.67,Promising
16423,UNITED KINGDOM,1,346.12,2011-11-15,2011-11-15,0,25,1,346.12,4,2,2,422,2.67,Promising
13790,UNITED KINGDOM,1,348.8,2011-12-05,2011-12-05,0,5,1,348.8,5,2,2,522,3.0,Promising
13332,UNITED KINGDOM,1,350.9,2011-11-25,2011-11-25,0,15,1,350.9,4,2,2,422,2.67,Promising
15900,UNITED KINGDOM,1,351.11,2011-11-16,2011-11-16,0,24,1,351.11,4,2,2,422,2.67,Promising
14804,UNITED KINGDOM,1,353.27,2011-12-01,2011-12-01,0,9,1,353.27,5,2,2,522,3.0,Promising
13298,UNITED KINGDOM,1,360.0,2011-12-08,2011-12-08,0,2,1,360.0,5,2,2,522,3.0,Promising
13844,UNITED KINGDOM,1,361.62,2011-11-28,2011-11-28,0,12,1,361.62,5,2,2,522,3.0,Promising
17911,UNITED KINGDOM,1,366.23,2011-11-30,2011-11-30,0,10,1,366.23,5,2,2,522,3.0,Promising
14950,UNITED KINGDOM,1,371.2,2011-11-20,2011-11-20,0,20,1,371.2,4,2,2,422,2.67,Promising
16903,UNITED KINGDOM,1,373.24,2011-11-10,2011-11-10,0,30,1,373.24,4,2,2,422,2.67,Promising
12890,UNITED KINGDOM,1,380.47,2011-11-15,2011-11-15,0,25,1,380.47,4,2,2,422,2.67,Promising
18181,UNITED KINGDOM,1,382.8,2011-11-15,2011-11-15,0,25,1,382.8,4,2,2,422,2.67,Promising
17936,UNITED KINGDOM,1,389.84,2011-12-04,2011-12-04,0,6,1,389.84,5,2,2,522,3.0,Promising
16207,UNITED KINGDOM,1,394.38,2011-11-14,2011-11-14,0,26,1,394.38,4,2,2,422,2.67,Promising
17379,UNITED KINGDOM,1,404.66,2011-11-28,2011-11-28,0,12,1,404.66,5,2,2,522,3.0,Promising
16204,UNITED KINGDOM,1,405.71,2011-11-16,2011-11-16,0,24,1,405.71,4,2,2,422,2.67,Promising
15269,UNITED KINGDOM,1,408.8,2011-11-16,2011-11-16,0,24,1,408.8,4,2,2,422,2.67,Promising
17052,UNITED KINGDOM,1,413.75,2011-11-11,2011-11-11,0,29,1,413.75,4,2,2,422,2.67,Promising
15725,UNITED KINGDOM,1,415.25,2011-11-24,2011-11-24,0,16,1,415.25,4,2,2,422,2.67,Promising
15957,UNITED KINGDOM,1,428.89,2011-11-08,2011-11-08,0,32,1,428.89,4,2,2,422,2.67,Promising
15450,UNITED KINGDOM,1,429.84,2011-11-09,2011-11-09,0,31,1,429.84,4,2,2,422,2.67,Promising
16025,UNITED KINGDOM,1,439.66,2011-11-10,2011-11-10,0,30,1,439.66,4,2,2,422,2.67,Promising
15524,UNITED KINGDOM,1,440.0,2011-11-15,2011-11-15,0,25,1,440.0,4,2,2,422,2.67,Promising
14093,UNITED KINGDOM,1,442.85,2011-11-27,2011-11-27,0,13,1,442.85,5,2,2,522,3.0,Promising
18006,UNITED KINGDOM,1,444.68,2011-11-16,2011-11-16,0,24,1,444.68,4,2,2,422,2.67,Promising
15368,UNITED KINGDOM,1,446.94,2011-11-18,2011-11-18,0,22,1,446.94,4,2,2,422,2.67,Promising
15471,UNITED KINGDOM,1,469.48,2011-12-07,2011-12-07,0,3,1,469.48,5,2,2,522,3.0,Promising
15557,UNITED KINGDOM,1,473.65,2011-11-11,2011-11-11,0,29,1,473.65,4,2,2,422,2.67,Promising
18216,UNITED KINGDOM,1,481.75,2011-11-08,2011-11-08,0,32,1,481.75,4,2,2,422,2.67,Promising
